,tenure_transformed,Contract_transformed,MonthlyCharges_transformed,TotalCharges_transformed,label
0,-1.2827281667186554,-0.8303963307977824,-1.1641353596911748,-0.9980663734626897,0
1,0.06238689314432279,0.36849584245560646,-0.2628107638888189,-0.1769863692261133,0
2,-1.2419671042985652,-0.8303963307977824,-0.36591431543816594,-0.9634950485726705,1
3,0.5107585797653155,0.36849584245560646,-0.7500581929849266,-0.19851066154269606,0
4,-1.2419671042985652,-0.8303963307977824,0.19450337604780069,-0.9442887569671043,1
5,-0.9974007297780236,-0.8303963307977824,1.1573575106779928,-0.6489754663835892,1
6,-0.4267458558967602,-0.8303963307977824,0.8064728433084405,-0.15053908492327622,0
7,-0.9158786049378431,-0.8303963307977824,-1.1674612807088958,-0.877949784237534,0
8,-0.1821794813762187,-0.8303963307977824,1.3286424430906172,0.3336581493122205,1
9,1.2036966409068497,0.36849584245560646,-0.28941813203058603,0.5287675805880749,0
10,-0.7935954176775724,-0.8303963307977824,-0.4956252351292798,-0.7518726217554785,0
11,-0.6713122304173017,1.5673880157089952,-1.5266607506227494,-0.866955838008141,0
12,1.0406523912264887,0.36849584245560646,1.1806389578020384,1.4970958204673253,0
13,0.6738028294456765,-0.8303963307977824,1.2920573118956877,1.2124011807599908,1
14,-0.3044626686364894,-0.8303963307977824,1.3519238902146633,0.17470952912822485,0
15,1.4890240778474815,1.5673880157089952,1.6096827690880309,2.4746519107961458,0
16,0.7960860167059473,0.36849584245560646,-1.4701200933214948,-0.5595889437273394,0
17,1.570546202687662,1.5673880157089952,1.391834942427314,2.2481942794284477,0
18,-0.9158786049378431,-0.8303963307977824,-0.32101438169893415,-0.7779666869023513,1
19,-0.46750691831685043,-0.8303963307977824,0.8380690929767889,-0.18873090616193072,0
20,-1.2827281667186554,-0.8303963307977824,-0.8381950999545296,-0.9937394388021252,1
21,-0.8343564800976626,0.36849584245560646,-1.4983904219721222,-0.9219476453523539,0
22,-1.2827281667186554,-0.8303963307977824,-1.4867496984100992,-1.0023491557287583,1
23,1.0406523912264887,1.5673880157089952,-0.1646960938660534,0.5363397162440625,0
24,0.6738028294456765,-0.8303963307977824,-0.17467385691921591,0.30021271048183806,0
25,-0.1006573565360382,-0.8303963307977824,-0.3176884606812135,-0.3354493130706579,0
26,0.592280704605496,-0.8303963307977824,1.1473797476248297,1.0856175799660062,1
27,-1.2827281667186554,-0.8303963307977824,-1.1524946361291517,-0.9979118400819552,1
28,1.6113072651077522,1.5673880157089952,0.8447209350122307,1.8010188279774733,0
29,-0.6305511679972114,-0.8303963307977824,-0.005051885015451507,-0.5286160389887081,1
30,1.570546202687662,1.5673880157089952,1.0476021170932035,1.9765245960973015,0
31,-1.2419671042985652,-0.8303963307977824,1.0193317884425763,-0.9310430386184381,0
32,-0.22294054379630893,0.36849584245560646,0.0431739697415012,-0.18363130459769422,0
33,-1.2827281667186554,-0.8303963307977824,-1.4850867379012387,-1.0023270795315107,0
34,-1.2827281667186554,-0.8303963307977824,-0.6519435229621608,-0.9912669047103743,0
35,1.6113072651077522,1.5673880157089952,1.1656723132222948,2.1905533284145013,0
36,-1.1196839170382944,-0.8303963307977824,0.16124416587059198,-0.8713269250632009,1
37,0.5515196421854057,-0.8303963307977824,0.3308661377743562,0.5554135506661422,0
38,0.06238689314432279,-0.8303963307977824,1.3801942188652905,0.5558329984138498,1
39,-0.8751175425177529,-0.8303963307977824,1.0974909323590165,-0.5231852944657548,1
40,-0.9158786049378431,0.36849584245560646,-0.5089289192001635,-0.8012129226042606,0
41,1.5297851402675717,1.5673880157089952,0.14461456078198764,1.1400133299845294,0
42,-0.6305511679972114,0.36849584245560646,-1.466794172303774,-0.8265784732419565,0
43,1.24445770332694,1.5673880157089952,0.49882514916926,1.1352007189845137,0
44,-0.7935954176775724,-0.8303963307977824,0.37742903202244854,-0.5779121874429944,0
45,0.6738028294456765,-0.8303963307977824,0.6534804764932807,0.7136557325382088,0
46,-1.2419671042985652,-0.8303963307977824,-0.518906682253326,-0.9684180405589249,0
47,-1.2419671042985652,-0.8303963307977824,0.5254325173110274,-0.9476001865542709,1
48,0.7960860167059473,1.5673880157089952,0.49549922815153935,0.8510138318138785,0
49,1.4890240778474815,1.5673880157089952,-0.023344450612916196,0.8670411510157647,0
50,0.429236454925135,-0.8303963307977824,0.8447209350122307,0.6836541804784797,0
51,-0.712073292837392,-0.8303963307977824,1.1390649450805275,-0.3814561081350254,1
52,-0.3044626686364894,-0.8303963307977824,0.15459232383515015,-0.23740892109327938,0
53,-0.9974007297780236,-0.8303963307977824,0.5254325173110274,-0.731628748879267,1
54,1.1221745160666692,0.36849584245560646,0.33252909828321653,0.9563393688830234,0
55,-0.5897901055771212,-0.8303963307977824,1.017668827933716,-0.237453073487775,1
56,1.24445770332694,0.36849584245560646,1.1573575106779928,1.7753000581838128,0
57,1.3667408905872107,0.36849584245560646,1.450038560237429,2.113132104666547,0
58,0.06238689314432279,1.5673880157089952,-1.3271054895594974,-0.6163909992458702,0
59,1.6113072651077522,1.5673880157089952,1.4184423105690807,2.4563507432777385,0
